Results	Entity	Line	Column	CheckID	Check Name	Ignored	Note
Function or object wStatus, has external linkage but is only used in the translation unit built from view.c.	wStatus	50	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Global Object """"wStatus"""" appears to have internal linkage within view.c, so static keyword should be used."	wStatus	50	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
Object or function wStatus, has external linkage but no visible declaration	wStatus	50	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Function or object wTitleScreen, has external linkage but is only used in the translation unit built from view.c.	wTitleScreen	51	8	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Global Object """"wTitleScreen"""" appears to have internal linkage within view.c, so static keyword should be used."	wTitleScreen	51	8	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
Object or function wTitleScreen, has external linkage but no visible declaration	wTitleScreen	51	8	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
"Keyword """"void"""" not used to denote empty parameter list for function playerInit"	playerInit	56	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	playerInit	59	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerInit	60	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	68	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	68	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	playerDisplay	70	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	77	21	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	77	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	playerClear	79	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function playerMissileInit"	playerMissileInit	86	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	playerMissileInit	89	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerMissileInit	90	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerMissileInit	91	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerMissileInit	92	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	99	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	99	37	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	playerMissileDisplay	101	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	108	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	108	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	playerMissileClear	110	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	117	32	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	117	39	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"char"""" used in """"char [17]""""."	playerExplosionChars	120	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	t	121	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	s	121	14	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	playerExplosionDisplay	124	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerExplosionDisplay	127	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier rand, does not have a definition	rand	129	69	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	playerExplosionDisplay	129	24	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerExplosionDisplay	132	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	playerExplosionDisplay	133	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function aliensInit"	aliensInit	144	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Identifier newpad, does not have a definition	newpad	146	18	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Identifier wclear, does not have a definition	wclear	147	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	aliensInit	147	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	154	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	154	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	wid	154	37	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	hgt	154	46	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	aliensDisplay	156	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	163	21	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	163	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	wid	163	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	hgt	163	44	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	aliensClear	165	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function aliensMissileInit"	aliensMissileInit	172	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	aliensMissileInit	175	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier wattrset, does not have a definition	wattrset	176	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	aliensMissileInit	176	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier waddch, does not have a definition	waddch	177	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	aliensMissileInit	177	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	184	30	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	184	37	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	aliensMissileDisplay	186	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	193	28	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	193	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	aliensMissileClear	195	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Non unique external identifier level conflicts with entity level in file nInvaders.h on line 50	level	202	23	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Violation: basic numerical type """"int"""" used."	level	202	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used in """"int *""""."	pAliens	202	35	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	frame	204	19	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	k	205	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	row	205	14	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	c	206	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	alienType	207	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"char"""" used in """"char [2][9][4]""""."	ships	208	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used in """"int [9]""""."	colors	212	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	aliensRefresh	214	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	aliensRefresh	215	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	aliensRefresh	226	40	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	aliensRefresh	227	40	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	aliensRefresh	228	40	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	aliensRefresh	229	40	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier waddnstr, does not have a definition	waddnstr	234	40	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
"Keyword """"void"""" not used to denote empty parameter list for function bunkersInit"	bunkersInit	249	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	bunkersInit	252	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used in """"int *""""."	pBunker	260	25	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	l	262	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	k	262	15	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	bunkersDisplay	263	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	bunkersDisplay	264	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Comment appears to contain code in or near k	k	267	80	MISRA12_4.4	"Directive 4.4 Sections of code should not be """"commented out"""""		
Discarded Return Values	bunkersDisplay	268	32	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	bunkersDisplay	270	32	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	bunkersDisplay	275	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function bunkersClear"	bunkersClear	282	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	bunkersClear	284	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	291	29	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	291	36	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	bunkersClearElement	293	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function ufoRefresh"	ufoRefresh	300	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Non unique external identifier ufo conflicts with entity ufo in file ufo.h on line 37	ufo	302	13	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Violation: basic numerical type """"char"""" used in """"char [4][6]""""."	ufo	302	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	frame	303	19	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	ufoRefresh	305	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	ufoRefresh	306	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function ufoInit"	ufoInit	316	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	ufoInit	319	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	ufoInit	320	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	327	20	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	327	27	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	ufoDisplay	329	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Violation: basic numerical type """"int"""" used."	x	336	18	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	336	25	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	ufoClear	338	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function gameOverInit"	gameOverInit	345	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	gameOverInit	349	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	gameOverInit	350	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function gameOverDisplay"	gameOverDisplay	369	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	x	371	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	372	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	gameOverDisplay	373	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier wrefresh, does not have a definition	wrefresh	374	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	gameOverDisplay	374	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function titleScreenInit"	titleScreenInit	381	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	titleScreenInit	384	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function titleScreenDisplay"	titleScreenDisplay	391	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
"Violation: basic numerical type """"int"""" used."	frame	393	19	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	x	394	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	y	394	15	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Identifier is typographically ambiguous to l	i	395	12	MISRA12_4.5	Directive 4.5 Identifiers in the same name space with overlapping visibility should be typographically unambiguous		
"Violation: basic numerical type """"int"""" used."	i	395	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Non unique external identifier wAliens conflicts with entity wAliens in file view.c on line 45	wAliens	397	16	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Identifier """"wAliens"""" possibly hiding outer definition from line 45"	wAliens	397	16	MISRA12_5.3	5.3 An identifier declared in an inner scope shall not hide an identifier declared in an outer scope		
Non unique external identifier ufo conflicts with entity ufo in file ufo.h on line 37	ufo	399	13	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Violation: basic numerical type """"char"""" used in """"char [4][6]""""."	ufo	399	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Non unique external identifier aliens conflicts with entity aliens in file aliens.h on line 41	aliens	400	13	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Violation: basic numerical type """"char"""" used in """"char [2][9][4]""""."	aliens	400	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Non unique external identifier score conflicts with entity score in file nInvaders.c on line 36	score	404	12	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Violation: basic numerical type """"int"""" used in """"int [3]""""."	score	404	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used in """"int [9]""""."	colors	405	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"char"""" used in """"char [12]""""."	buffer	406	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Identifier is typographically ambiguous to alienType	alien_type	407	19	MISRA12_4.5	Directive 4.5 Identifiers in the same name space with overlapping visibility should be typographically unambiguous		
"Violation: basic numerical type """"int"""" used."	alien_type	407	19	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	titleScreenDisplay	410	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	411	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	419	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier snprintf, does not have a definition	snprintf	420	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	titleScreenDisplay	420	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	421	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	432	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	433	16	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	438	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	439	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	444	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	448	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	452	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	454	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	titleScreenDisplay	456	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Non distinct external identifier titleScreenClear conflicts with entity titleScreenDisplay in file view.c	titleScreenClear	463	5	MISRA12_5.1	5.1 External identifiers shall be distinct		
"Keyword """"void"""" not used to denote empty parameter list for function titleScreenClear"	titleScreenClear	463	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Function or object statusInit, has external linkage but is only used in the translation unit built from view.c.	statusInit	472	5	MISRA12_8.7	8.7 Functions and objects should not be defined with external linkage if they are referenced in only one translation unit		
"C Function """"statusInit"""" appears to have internal linkage within view.c, so static keyword should be used."	statusInit	472	5	MISRA12_8.8	8.8 The static storage class specifier shall be used in all declarations of objects and functions that have internal linkage		
"Keyword """"void"""" not used to denote empty parameter list for function statusInit"	statusInit	472	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Object or function statusInit, has external linkage but no visible declaration	statusInit	472	5	MISRA12_8.4	8.4 A compatible declaration shall be visible when an object or function with external linkage is defined		
Discarded Return Values	statusInit	475	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Non distinct external identifier statusDisplay conflicts with entity statusInit in file view.c	statusDisplay	482	5	MISRA12_5.1	5.1 External identifiers shall be distinct		
Non unique external identifier level conflicts with entity level in file nInvaders.h on line 50	level	482	23	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
Non unique external identifier lives conflicts with entity lives in file nInvaders.c on line 35	lives	482	45	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
Non unique external identifier score conflicts with entity score in file nInvaders.c on line 36	score	482	34	MISRA12_5.8	5.8 Identifiers that define objects or functions with external linkage shall be unique		
"Violation: basic numerical type """"int"""" used."	level	482	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	score	482	34	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	lives	482	45	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	t	484	12	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"int"""" used."	xOffset	484	15	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
"Violation: basic numerical type """"char"""" used in """"char [55]""""."	strStatus	485	13	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Identifier sprintf, does not have a definition	sprintf	494	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	statusDisplay	494	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	statusDisplay	496	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	statusDisplay	497	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	statusDisplay	505	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function battleFieldInit"	battleFieldInit	514	12	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Discarded Return Values	battleFieldInit	517	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier newwin, does not have a definition	newwin	519	23	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	battleFieldInit	520	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier mvwin, does not have a definition	mvwin	521	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	battleFieldInit	521	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function battleFieldClear"	battleFieldClear	528	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Identifier copywin, does not have a definition	copywin	530	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	battleFieldClear	530	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
"Keyword """"void"""" not used to denote empty parameter list for function refreshScreen"	refreshScreen	537	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Identifier wredrawln, does not have a definition	wredrawln	539	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	refreshScreen	540	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Unused unused parameter sig	sig	548	23	MISRA12_2.7	2.7 There should be no unused parameters in functions		
"Violation: basic numerical type """"int"""" used."	sig	548	23	MISRA12_4.6	Directive 4.6 typedefs that indicate size and signedness should be used in place of the basic numerical types		
Discarded Return Values	finish	550	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
cstdlib function exit used in file view.c	exit	551	8	MISRA12_21.8	21.8 The library functions abort, exit, getenv and system of <stdlib.h> shall not be used		
"Keyword """"void"""" not used to denote empty parameter list for function graphicEngineInit"	graphicEngineInit	558	5	MISRA12_8.2	8.2 Function types shall be in prototype form with named parameters		
Identifier signal, does not have a definition	signal	560	15	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Identifier initscr, does not have a definition	initscr	561	15	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Identifier keypad, does not have a definition	keypad	562	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	graphicEngineInit	562	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier nonl, does not have a definition	nonl	563	15	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Identifier cbreak, does not have a definition	cbreak	564	15	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Identifier noecho, does not have a definition	noecho	565	15	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Identifier start_color, does not have a definition	start_color	566	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	graphicEngineInit	566	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Identifier init_pair, does not have a definition	init_pair	567	8	MISRA12_8.6	8.6 ( Strict | Special ) An identifier with external linkage shall have exactly one external definition		
Discarded Return Values	graphicEngineInit	567	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	graphicEngineInit	568	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	graphicEngineInit	569	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	graphicEngineInit	570	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
Discarded Return Values	graphicEngineInit	571	8	MISRA12_17.7	17.7 The value returned by a function having non-void return type shall be used		
